id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,Gender,Location
364362,0,0,2.04,24,,0,2.9,2,0,F,Chicago
364388,1,1,2.36,0,,0,0,0,0,F,Chicago
364424,1,0,1.98,23,,0,0,0,0,F,Chicago
364425,1,1,6.04,21,0,0,76.8,4.6,0,F,Chicago
364438,1,1,6.52,22,0.01,2,112.5,4.9,0,F,Chicago
364452,1,0,3.41,15,0,2,15,1.2,0,M,Chicago
364455,1,0,1.45,22,,0,0,0,0,M,Chicago
364598,1,1,6.52,14,1.57,1,47.2,1.8,0,M,Chicago
364608,1,0,2.58,21,,0,24.6,1.6,0,M,Chicago
364672,1,1,6.52,25,0.11,0,94.4,11.7,0,F,Chicago
364678,1,0,7.19,18,0,0,0,0,0,F,Chicago
364695,1,0,6.52,22,1.07,0,44.5,4.5,0,F,Chicago
364761,1,1,3.98,32,,0,38.9,3.1,0,F,Chicago
364812,1,0,3.21,16,,0,24,2.7,0,F,California
364831,1,0,0.72,17,0,0,0,0,0,F,California
364867,1,1,6.52,13,1.49,0,43.1,6.7,0,F,California
364908,1,0,2.62,22,,0,14.7,0.6,0,F,California
364978,1,1,5.89,22,0,0,100.4,5.2,0,F,New York
364995,1,0,2.73,21,,0,13.4,1,0,F,New York
364997,1,0,2.97,23,,0,2.8,0.2,0,F,New York
364998,1,1,6.52,21,0.2,1,34.7,1.6,0,F,New York
365019,0,0,1.2,22,0,0,0,0,0,F,New York
365020,1,0,0.88,23,0.01,0,0,0,0,F,Chicago
365021,0,0,2.2,16,,0,1.8,0.1,0,F,Chicago
365029,1,0,1.87,19,0,0,0,0,0,F,Chicago
365111,1,1,6.52,11,1.64,1,15.3,1,0,F,Chicago
365146,0,0,2.02,17,,0,0,0,0,F,Chicago
365233,1,0,0.2,0,0,0,0,0,0,F,Chicago
365241,1,0,2.28,0,,0,3.7,0.3,2,F,Chicago
365243,0,0,1.12,17,0,0,0,0,0,F,Chicago
365284,1,0,2.87,17,,0,22.5,1.8,0,F,New York
365352,1,0,1.12,0,0,0,0,0,0,F,New York
365375,0,0,1.98,23,,0,30.5,3.8,0,F,New York
365390,0,0,2.52,37,,0,28.1,2.6,0,F,New York
365410,1,0,6.51,22,0.11,0,18.1,1.2,0,F,New York
365414,0,0,0.16,0,1.81,0,0,0,1,F,New York
365426,0,0,0.16,15,0,0,0,0,0,F,New York
365448,0,0,1.97,23,0,0,7.5,0.3,0,F,New York
365463,1,1,6.51,17,1.67,1,28.6,1.7,0,F,New York
365464,1,0,2.01,51,,0,26.6,5.8,0,F,New York
365588,1,0,2.12,19,,1,2.8,0.2,0,F,New York
365652,1,1,6.51,22,,0,97.5,5.4,0,F,New York
365670,1,0,6.51,14,1.73,2,144.9,12.6,0,F,New York
365696,1,0,0.72,16,0,0,0,0,0,F,New York
365784,1,0,6.51,20,1.01,0,63.7,4.9,0,F,New York
365785,1,0,1.98,23,,0,0,0,0,F,New York
365812,1,0,5.22,23,,0,12.5,1,0,F,New York
365855,0,0,1.1,22,0,1,0,0,0,F,New York
365877,1,0,2.51,14,0,0,15.8,1,0,F,New York
365892,1,0,2.11,22,,0,16.9,2.6,0,F,New York
365908,1,1,6.51,22,1.71,0,55.1,3.4,0,M,California
365909,1,0,1.91,21,0,0,4.9,0.3,0,M,California
365923,1,0,2.14,23,,3,5.7,0.8,0,M,California
365957,1,0,1.73,18,0,0,0,0,0,M,California
365964,1,0,4.55,29,0,0,91.1,7.3,0,M,California
365972,1,0,4.82,22,0,0,47.5,1.2,0,M,California
365973,1,0,6.51,21,0.25,0,30.9,2.5,0,M,California
365986,1,0,6.07,81,,0,33.2,2.2,0,M,California
365991,1,0,4.25,21,0,0,43.3,2.3,0,M,California
366063,1,0,4.56,26,0,0,7.7,0.9,0,M,Washington DC
366085,1,0,1.27,22,0,0,0,0,0,M,Washington DC
366095,1,0,6.51,22,1.22,0,24.5,2.6,0,M,Washington DC
366104,0,0,2.48,20,,0,18.5,1.2,0,M,Washington DC
366109,0,0,3.03,0,,0,0.2,0,0,M,Washington DC
366110,0,0,0.25,16,1.72,0,0,0,0,M,Washington DC
366153,1,0,1.06,24,0,0,0,0,0,F,California
366192,1,0,0.85,52,0.01,0,0,0,0,F,California
366208,1,1,6.51,25,0.11,0,69.3,4.2,0,F,California
366211,1,1,2.13,23,,0,8.9,1.1,0,F,Chicago
366223,1,0,0.22,20,1.76,0,0,0,0,F,Chicago
366232,1,0,2.71,18,,0,0.7,0,0,F,Chicago
366237,1,0,0.72,16,0,0,0,0,0,F,Chicago
366250,1,0,2.65,0,,0,2.2,0.6,4,F,Chicago
366278,1,0,5.43,19,0,0,10.6,1.2,0,F,Chicago
366281,0,0,0.25,0,1.72,0,0,0,3,F,Chicago
366292,1,1,6.51,26,1.88,0,113.3,7.6,0,F,Chicago
366302,1,0,0.86,22,0,0,0,0,0,F,Chicago
366305,1,0,6.74,5,0.09,0,13.7,1.1,0,F,Washington DC
366319,1,0,1.22,19,0,0,0,0,0,F,Washington DC
366355,1,0,0.94,22,0.02,0,0,0,0,F,Washington DC
366381,1,1,1.18,22,0,1,0,0,0,M,California
366408,1,0,6.19,22,0,0,27.3,2.1,0,M,California
366444,0,0,0.55,22,0,3,0,0,0,M,California
366452,0,0,2.13,0,,0,5.1,0.9,7,M,California
366471,0,0,6.51,24,,0,15.7,0.9,0,M,California
366514,0,0,3.37,10,,0,1.7,0.2,3,M,California
366519,0,0,2.1,22,,0,14.8,0.9,0,M,California
366520,1,0,2.1,21,,0,5.7,0.4,0,F,Chicago
366535,1,0,6.51,12,1.07,0,17.9,2.5,0,F,Chicago
366537,1,1,1.12,23,,0,0,0,0,F,California
366538,0,0,2.9,17,0,3,11.1,1,0,F,California
366550,0,0,3.47,10,,0,5.1,0.5,2,F,California
366560,0,0,1.26,22,0,0,0,0,0,F,California
366603,1,0,0.65,20,0.02,1,0,0,0,F,California
366610,0,0,0.15,14,1.83,0,0,0,0,F,California
366740,1,0,0.1,14,,0,0,0,0,F,California
366774,1,0,2.34,0,,0,0,0,0,F,California
366777,1,1,6.51,17,1.79,1,37.7,4.6,0,F,California
366782,1,1,6.51,15,1.64,1,23.8,1.7,0,F,California
366797,1,0,2.59,0,,0,20,2.2,1,F,California
366815,1,1,1.37,19,0,1,0,0,0,F,California
366828,1,1,6.51,15,1.13,0,67.6,3.8,0,F,Chicago
366868,1,1,6.51,15,1.21,0,59.6,5.7,0,F,Chicago
366885,1,1,1.43,22,0,1,0,0,0,M,Chicago
366903,1,1,6.51,25,0.21,0,58.2,4.2,0,M,Chicago
366985,0,0,0.15,14,1.82,0,0,0,0,M,Chicago
367018,1,0,3.28,13,,0,1.9,0.1,3,F,California
367086,1,1,1.39,23,0,0,0,0,0,F,California
367146,1,1,6.8,5,0.04,0,19,3.8,0,F,California
367147,1,0,0.67,21,0.01,0,0,0,0,F,California
367160,1,0,1.49,21,0,0,0,0,0,F,California
367165,1,0,3.56,17,0,0,11.8,2.5,0,F,California
367188,1,1,6.51,21,0.2,0,26.1,2.4,0,F,New York
367193,1,1,6.51,10,1.3,0,2.4,0.1,0,F,New York
367198,0,0,0.88,80,0,5,0,0,0,M,New York
367248,0,0,2.22,24,,0,10.6,0.7,0,M,New York
367252,1,0,1.97,23,0,0,23.2,1.8,0,F,New Jersey
367285,1,0,6.51,21,0.43,1,40.6,3.6,0,F,New Jersey
367315,1,0,1.21,19,0,0,0,0,0,F,New Jersey
367340,1,1,6.5,10,1.13,0,56.2,7.3,0,F,New Jersey
367361,1,0,4.24,22,0,0,53.6,1.8,0,F,New Jersey
367377,1,0,2.61,14,0,0,29.7,1.6,0,M,Chicago
367387,1,0,1.47,0,0,0,0,0,6,M,Chicago
367404,1,1,6.5,22,1.95,0,42.9,2.3,0,M,Chicago
367420,1,0,3.07,0,,0,2.6,0.3,6,M,Chicago
367434,0,0,1.98,20,,0,13.5,0.4,0,F,Chicago
367479,1,1,6.5,16,1.75,1,96.2,8.6,2,F,Chicago
367498,1,1,2.01,0,,0,0,0,1,F,New Jersey
367513,1,0,1.98,20,,0,0,0,0,F,Chicago
367559,1,1,6.5,18,1.77,0,96.4,6.2,0,F,Chicago
367568,1,0,2.21,39,,0,40.4,2.1,0,F,Chicago
367646,1,0,2.12,23,,0,36.8,4.3,0,F,Chicago
367662,1,0,5.04,17,0,0,28.4,2.9,0,F,Chicago
367668,1,0,1.99,35,,0,11.5,0.6,0,F,Chicago
367671,1,1,6.5,16,1.87,0,19.9,0.5,0,M,New Jersey
367708,1,0,1.48,21,0,0,0,0,0,F,California
367716,1,0,6.89,32,,3,10.3,1.8,0,F,California
367728,1,0,3.96,10,0,0,12,0.6,0,F,California
367754,0,0,0.89,14,,0,0,0,0,F,Chicago
367770,1,0,5.65,24,,2,13.9,1,0,F,Chicago
367788,1,0,0.33,18,1.64,0,0,0,0,F,Chicago
367804,1,0,0.93,22,,0,0,0,0,F,Chicago
367807,1,1,0.52,0,0,0,0,0,0,F,Chicago
367829,1,0,2.94,22,,0,6.3,0.7,0,F,Chicago
367830,1,0,0.78,54,,9,0,0,0,F,Chicago
367854,1,0,2.69,14,0,0,39.3,0.9,0,F,New York
367861,1,0,3.68,23,0,0,76.3,11.2,0,F,New York
367868,1,0,2.62,18,,0,17.6,0.9,0,F,New York
367871,1,0,3.67,25,0,0,42.2,0.9,0,F,New York
367906,0,0,2.01,22,,0,15.3,1.5,0,F,New York
367914,1,1,6.5,21,1.89,0,47.9,4.5,0,F,Chicago
367961,1,0,2.27,37,,0,13.4,0.5,0,F,Chicago
367992,1,0,2.08,21,,0,0,0,0,F,Chicago
368006,1,0,2.55,23,,1,6,1.9,0,F,Chicago
368010,0,0,2.74,21,,0,7.3,0.3,0,F,Chicago
368012,1,1,5.53,24,,0,9.9,1.8,0,F,Chicago
368022,1,0,1.04,18,0,0,0,0,0,F,California
368039,0,0,3.79,20,,1,4.3,0.7,0,F,California
368042,1,0,3.35,18,,0,4.8,0.1,0,M,New York
368052,1,0,6.5,22,0.98,0,27.1,3.6,0,M,New York
368121,0,0,0.79,20,0,0,0,0,0,F,Chicago
368197,1,0,0.34,11,,0,0,0,0,F,Chicago
368224,0,0,0.22,14,1.24,0,0,0,0,F,Chicago
368261,1,0,6.5,22,0.95,0,5.1,0.5,0,F,Chicago
368324,0,0,2.04,23,,0,0.6,0,0,F,Chicago
368374,1,1,5.05,19,,0,11,0.8,0,F,California
368383,1,0,2.39,20,,0,14.9,1.2,0,F,California
368386,0,0,0.73,8,0,0,0,0,0,F,Chicago
368392,1,1,6.5,16,1.76,0,18.9,2,0,F,Chicago
368399,1,1,6.1,33,,0,21.7,1.7,0,F,Chicago
368420,1,0,1.4,21,0,0,0,0,0,F,Chicago
368434,1,0,1.99,21,,0,4,0.3,0,F,Chicago
368491,0,0,1.03,54,0,0,0,0,0,F,Chicago
368504,0,0,2.8,80,,1,169,45.9,0,F,Chicago
368523,1,0,2.22,23,,0,7.3,0.7,0,F,Chicago
368557,1,0,2.79,23,,0,9.1,0.5,0,M,California
368563,1,0,6.5,25,0.21,4,163.8,22.4,0,M,Washington DC
368606,1,1,6.5,24,0.83,0,27.6,2,0,F,Washington DC
368621,1,1,1.38,23,0,1,0,0,0,F,Washington DC
368637,1,0,2.79,23,,0,32.5,3,0,F,Chicago
368641,1,0,4.29,21,0,1,6.1,0.6,0,F,New York
368642,0,0,0.93,22,0.01,1,0,0,0,F,New York
368675,1,0,0.21,16,0,0,0,0,0,F,New York
368686,1,0,2.36,22,,2,0.4,0.1,0,F,New York
368697,1,0,0.78,14,0,0,0,0,0,F,New York
368728,1,0,6.22,22,,0,62.7,2,0,F,New York
368736,0,0,1.61,17,0,2,0,0,0,M,California
368762,1,0,2.33,21,,0,6.7,1.4,0,M,California
368766,1,1,1.93,18,0,0,0,0,0,M,California
368786,1,0,6.72,0,,0,0,0,0,F,New Jersey
368796,1,0,1.98,20,,0,0.1,0,0,F,New Jersey
368811,1,0,6.5,22,0.01,0,152.5,11.7,0,F,New Jersey
368812,1,0,6.27,21,,0,39.6,4.9,0,F,New Jersey
368816,1,0,6.5,22,1.11,0,97.8,5.2,0,F,New Jersey
368821,1,0,1.99,21,,0,3.1,0.5,0,F,New Jersey
368827,1,1,6.5,21,0.49,0,16.5,1.1,0,F,New Jersey
368836,1,1,2.61,22,,0,3.6,1.7,0,F,New Jersey
368840,1,1,6.5,15,1.15,0,34.8,7.1,0,F,Chicago
368861,1,0,5.85,22,0,0,79.7,3.9,0,F,Chicago
368864,0,0,2.01,19,,0,0,0,0,M,Chicago
368876,0,0,4.48,15,,0,9.4,0.9,6,M,Chicago
368886,1,0,7.14,40,,0,18.4,1,0,M,Chicago
368904,1,1,4.81,22,0.01,0,85.6,3.5,0,M,Chicago
368915,0,0,2.21,23,,0,11.6,0.7,0,M,Chicago
368924,1,1,4.22,16,0,0,18.5,0.8,0,F,Chicago
368971,0,0,5.5,24,,0,56.7,3.5,0,F,Chicago
368975,1,1,6.5,30,1.36,0,42.8,2,0,F,Chicago
368994,1,1,5.22,25,0,0,44,2.1,0,F,Chicago
368998,0,0,2.18,21,,0,0.3,0,0,F,Chicago
369002,1,1,6.25,21,0,3,39.4,9.1,0,F,Chicago
369012,1,0,4.62,19,,1,23,1.4,0,F,California
369033,1,0,3.19,48,,0,49.2,2.6,0,F,California
369046,0,0,3.87,20,0,0,4.4,0.1,0,F,California
369067,1,0,1.45,23,0,1,0,0,0,F,California
369086,1,0,3.84,10,,0,1.6,0.1,3,F,California
369099,1,1,4.12,29,0,0,19.7,0.6,0,F,California
369114,1,0,3.98,20,0,0,22.1,2.6,0,F,California
369147,1,0,3.42,10,,0,0.5,0,0,F,California
369176,1,1,1.47,19,0,0,0,0,0,F,California
369226,1,0,6.5,33,1.3,4,109.2,5.7,0,F,California
369227,1,0,2.07,21,,0,3.5,0.2,0,F,California
369254,1,0,2.12,23,,1,16.3,1.1,0,F,California
369270,1,1,2.19,23,,0,10.4,0.8,0,F,California
369276,1,1,2.34,21,,0,4.1,0.8,0,F,California
369319,1,0,3.92,10,0,0,17.1,1.8,0,F,New York
369330,1,0,1.98,21,,0,30.8,1.1,0,F,New York
369353,1,0,6.5,25,0.02,0,92.1,3.3,0,F,Chicago
369380,1,0,0.96,23,0,0,0,0,0,F,Chicago
369391,1,1,2.13,22,,0,14.3,1.6,0,F,Chicago
369393,1,0,2.79,23,,0,3,0.2,0,F,Chicago
369401,1,1,6.5,23,1.05,0,178.6,8.7,0,F,Chicago
369403,0,0,2.85,18,,0,20,1.3,0,F,Chicago
369413,1,0,7.36,12,0,0,18.4,1.5,0,M,Chicago
369460,1,0,4.81,28,,0,21,0.8,0,F,California
369464,1,0,6.5,19,1.68,0,39.2,3.5,0,F,California
369516,1,0,2.04,23,,0,1,0.1,0,F,California
369527,1,0,2.65,21,,0,9.4,1.1,0,F,California
369547,1,0,1.2,23,0,0,0,0,0,F,California
369554,1,0,5.24,24,,0,17.3,1.4,0,F,Chicago
369603,1,0,1.66,21,0,1,0.5,0.9,0,F,Chicago
369604,1,1,6.88,0,,0,0,0,0,F,Chicago
369642,1,0,3.99,19,0,0,10.8,0.6,0,M,New York
369706,0,0,2.23,12,,0,2.4,0.4,0,M,New York
369723,1,0,0.32,17,1.65,1,0,0,0,M,New York
369752,1,0,5.9,21,0,0,41.1,2.3,0,M,New York
369768,1,0,0.78,20,0,0,0,0,0,M,New York
369805,0,0,2.35,22,,1,6.4,0.5,0,M,New York
369900,1,0,1.85,22,,0,13.6,1.3,0,M,Chicago
369909,1,1,6.5,21,0.42,0,49.9,4.2,0,F,New York
369920,0,0,2,22,,0,0,0,0,F,New York
369975,1,0,2.91,36,,4,22,5.1,0,F,New York
370035,1,0,0.8,24,0,0,0,0,0,F,New York
370046,1,0,0.45,21,,1,0,0,0,F,New York
370075,1,0,1.85,22,0,0,6.8,0.3,0,F,Chicago
370081,1,0,3.21,13,0,0,6.8,1.5,0,F,Chicago
370088,1,0,2.7,23,,0,2.1,0.2,0,F,Chicago
370093,1,0,1.78,16,0,0,0,0,0,F,Chicago
370105,1,1,6.5,15,1.76,0,13.8,1.6,0,F,California
370113,1,0,2.66,17,,0,4.7,0.4,0,F,New York
370130,1,0,2.16,21,,0,0.5,0.2,0,F,New York
370178,1,1,6.5,25,0.21,0,14.3,0.9,0,F,New York
370181,0,0,2.18,18,,0,0,0,0,F,New York
370189,0,0,0.47,21,0,1,0,0,0,F,New York
370193,1,1,4.53,10,,0,0,0,0,F,New York
370222,1,1,6.5,21,0.29,0,21.1,0.7,0,F,New Jersey
370228,1,0,6.5,21,0.19,0,43.9,4.4,0,F,New Jersey
370308,1,0,3.32,40,,0,28.3,7.9,0,F,New Jersey
370319,1,0,1.47,20,0,0,0,0,0,F,New Jersey
370324,1,0,6.5,21,0.56,0,59.5,1.6,0,F,New Jersey
370340,1,0,6.5,15,1.89,0,130.2,12.3,0,F,New Jersey
370345,1,0,4.33,18,0,0,21.2,1.2,0,F,New Jersey
370351,1,0,2.14,19,,0,23.3,2.7,0,F,New Jersey
370391,1,0,0.48,18,0.03,0,0,0,0,F,New Jersey
370402,1,0,2.39,0,,0,0,0,0,F,California
370561,0,0,2.27,22,,1,1.2,0.1,0,F,California
370573,1,0,1.92,21,,1,33.6,2.1,0,F,California
370591,1,0,0.6,29,0,0,0,0,0,F,California
370686,0,0,2.94,23,,0,33.5,6.4,0,F,California
370689,1,0,6.49,22,1.15,0,69.6,5.3,0,F,California
370712,0,0,2.53,23,,0,1.8,0.2,0,F,California
370725,1,1,6.49,10,1.28,2,151.2,12.4,0,F,California
370730,1,1,1.98,24,,0,11.8,1.6,0,M,New York
370738,1,1,4.45,25,,0,13.8,0.6,0,M,New York
370771,0,0,1.92,17,0,0,0,0,0,F,New York
370772,1,0,2.61,23,,0,3.5,0.2,0,F,New York
370782,0,0,1.99,21,,0,8.8,0.3,0,F,New York
370803,1,1,3.19,16,0,0,6.4,0.8,0,F,New York
370807,1,0,6.49,59,,0,27.1,5.6,0,F,New York
370839,0,0,4.55,23,0,0,17.6,0.6,0,F,New York
370862,1,1,6.49,10,1.27,0,27.5,5.3,0,F,Chicago
370958,0,0,3.23,80,,2,139.2,6.1,0,F,Chicago
370977,1,0,6.49,20,1.03,0,54.5,4.8,0,F,Chicago
370984,1,0,2.39,21,,0,10.8,0.7,0,F,New York
370995,1,1,6.49,22,0.99,0,46.9,8.2,0,F,New York
371008,1,1,1.64,17,0,0,0,0,0,F,New York
371056,1,1,6.49,15,1.51,0,59.2,10.7,1,F,California
371070,1,0,6.49,21,0.4,0,13,1.3,0,F,California
371089,1,1,0.39,18,0.02,0,0,0,0,F,California
371092,1,0,1.3,0,0,0,0,0,6,F,New York
371097,1,0,2.13,35,,0,14.3,1.3,0,F,New York
371149,1,0,2.35,22,,0,7.6,0.6,0,F,New York
371196,1,0,5.43,19,0,0,6.8,0.5,0,F,New York
371233,1,0,3.44,24,,0,3.6,0.4,0,F,New York
371249,1,1,6.49,10,1.4,0,1.5,0.1,0,F,New York
371253,1,1,2.68,17,,0,0.8,0.2,0,F,New York
371261,1,1,1.98,21,,2,26.9,2.2,0,M,Chicago
371289,1,0,2.38,49,,0,86.6,30.5,0,M,Chicago
371323,1,0,3.99,26,,1,13.6,0.7,0,M,Chicago
371334,1,0,6.49,26,,0,29.2,1.5,0,M,Chicago
371365,1,1,2.15,21,,0,12.9,1.2,0,M,Chicago
371373,1,1,0.75,0,0.01,0,0,0,6,M,Chicago
371486,0,0,6.49,24,,1,37,3.6,0,M,Chicago
371524,0,0,6.49,24,,0,9.1,0.4,0,M,Chicago
371559,1,0,6.49,21,1.75,1,8.8,2.3,0,M,California
371602,1,0,2.16,22,,0,8.5,1,0,M,California
371623,1,0,4.11,22,0,0,17,5.2,0,F,Chicago
371664,1,1,6.49,26,0.18,1,1.9,0.2,0,F,New York
371726,1,1,6.49,22,0.08,0,176.3,13.1,0,F,New York
371749,0,0,3.59,21,,0,33.8,0.5,0,F,New York
371761,0,0,4.05,24,,0,2.3,0.2,0,F,New York
371779,1,0,3.74,25,0,0,54.7,1.8,0,M,Chicago
371782,1,1,3.03,20,0,0,34.3,1.9,0,M,Chicago
371800,1,1,2.85,22,,0,4.3,0.3,0,M,Chicago
371856,1,0,1.1,22,0,0,0,0,0,M,Chicago
371871,1,0,6.49,21,0.15,0,58.5,6.3,0,M,Chicago
371929,1,0,3.3,18,,0,7.8,0.4,0,F,California
371954,0,0,0.58,0,0,0,0,0,2,F,New York
371959,1,1,0.96,20,0,3,0,0,0,F,California
371972,1,1,6.49,20,1.8,0,231.1,13.3,0,F,Chicago
372021,1,0,5.61,24,,0,73.2,4.5,0,F,Chicago
372049,1,1,7.02,0,,0,0,0,0,F,California
372073,1,0,6.49,18,1.59,1,27.1,1.6,0,F,California
372086,1,0,5.55,12,0,0,18.6,0.7,0,F,California
372126,0,0,4.04,24,,0,38.5,2.9,0,M,California
372186,1,0,0.69,23,0,1,0,0,0,M,California
372268,1,0,0.77,14,0,0,0,0,0,M,California
372283,1,1,2.49,22,,2,17.5,2.6,0,F,Chicago
372287,1,0,6.65,29,,0,25.7,0.7,0,F,Chicago
372301,0,0,1.42,20,,0,0,0,0,F,Chicago
372329,1,0,3.84,26,0,0,2.8,0.1,0,M,Washington DC
372355,1,1,6.87,0,,0,0,0,0,F,California
372365,0,0,1.36,23,0,0,0,0,0,M,Washington DC
372376,1,0,1.98,21,,0,8.6,2.3,0,M,Washington DC
372385,1,1,2.07,22,,0,10.9,1.1,0,M,Washington DC
372393,1,1,6.48,15,1.13,0,19.5,2.2,0,M,Washington DC
372399,1,1,4.95,32,,0,0,0,0,F,California
372401,1,0,6.14,20,,0,2.5,0.4,0,F,California
372408,0,0,0.59,0,,1,0,0,6,F,California
372452,1,0,2.33,22,,0,3.3,0.2,0,M,Chicago
372462,1,0,6.48,25,0.2,0,16.6,0.6,0,F,Chicago
372493,1,0,1.71,17,0,0,0,0,0,F,Chicago
372520,1,0,1.98,24,,0,0,0,0,M,California
372523,1,1,6.48,22,0.94,0,24,2.5,0,M,New York
372535,1,0,2.51,22,,0,5.6,0.5,0,M,New York
372560,1,0,1.98,16,,1,2.2,0.1,0,M,New Jersey
372582,0,0,1.99,22,,0,4.7,0.5,0,M,New Jersey
372592,1,0,0.46,14,0,0,0,0,0,M,New York
372596,0,0,1.29,24,0,1,0,0,0,M,New York
372672,0,0,0.2,19,1.77,0,0,0,0,M,New York
372673,1,1,2.95,23,,1,13.8,0.9,0,F,California
372694,1,0,0.56,0,0.02,0,0,0,4,F,California
372796,1,0,1.19,18,0,0,0,0,0,M,Chicago
372809,1,1,6.48,22,0,0,0.1,0,0,M,Chicago
372844,1,0,6.48,21,0.2,0,7.9,0.9,0,M,California
372889,0,0,1.98,0,,0,0,0,0,F,Washington DC
372895,1,1,6.48,19,1.94,0,36.6,6.1,0,M,Chicago
372902,1,0,2.31,21,,0,19.8,1.4,0,M,California
372904,1,0,6.48,12,1.12,0,34.2,1.5,0,M,California
372912,0,0,4.49,18,,0,22.6,2.3,0,M,California
372928,1,0,6.48,24,,0,68.7,5.9,0,M,California
372959,1,1,6.48,21,0.01,0,129.8,8.2,0,M,California
372985,1,0,2.24,22,,0,0,0,0,M,California
373040,0,0,0.77,20,0,0,0,0,0,M,California
373043,1,1,1.92,17,0,0,0,0,0,F,Chicago
373048,1,0,1.76,19,0,0,0,0,0,F,Chicago
373051,1,1,6.48,22,0.85,0,5.6,0.6,0,F,Chicago
373058,1,0,0.15,13,1.82,0,0,0,0,F,Chicago
373092,0,0,4.09,26,,0,31.8,1.7,0,F,Chicago
373109,0,0,6.48,25,0.45,0,55.1,2.8,0,F,Chicago
373115,1,0,4.22,26,0,2,40.5,2.2,0,F,Chicago
373135,1,1,0.81,21,0.03,0,0,0,0,F,Chicago
373178,0,0,2.91,22,,0,14.8,0.8,0,F,Chicago
373179,1,0,6.48,22,0.1,0,8.7,1.1,0,M,New York
373215,1,0,2.58,21,,0,14.4,1,0,M,New York
373275,1,0,1.84,19,0,0,0,0,0,F,Chicago
373315,1,0,2.43,16,0,0,26.4,2.6,0,F,Chicago
373357,0,0,0.84,19,1.13,0,0,0,0,F,Chicago
373384,1,0,0.9,21,0,0,0,0,0,F,Chicago
373406,0,0,2.49,0,,0,0.4,0,1,F,Chicago
373445,0,0,1.64,17,,0,0,0,0,F,Chicago
373473,0,0,1.34,106,,3,0,0,0,F,Chicago
373486,1,0,2.35,23,,0,3.5,0.4,0,F,Chicago
373492,1,0,6.48,22,0.02,0,25,1.8,0,F,Chicago
373493,1,0,0.47,19,0,0,0,0,0,F,Chicago
373556,0,0,3.76,56,,0,0,0,0,F,Chicago
373561,1,1,6.48,20,0.24,0,147.9,7.4,0,F,Chicago
373562,1,1,3.5,24,,0,20.2,1.4,0,F,Chicago
373563,1,0,0.38,18,0.02,0,0,0,0,F,Chicago
373575,1,1,6.48,24,1.37,0,133.7,12,0,F,Chicago
373588,0,0,2.51,20,,2,12.7,0.8,0,F,Chicago
373607,0,0,3.02,0,,2,6.6,0.9,4,F,Chicago
373622,0,0,3.61,21,,2,98.6,7.4,0,F,California
373631,1,1,6.48,16,1.82,0,22,2.1,0,F,New York
373647,0,0,3.02,23,,0,10.7,3.2,0,F,New York
373652,1,0,2.1,23,,0,8.2,0.6,0,M,California
373668,1,0,4.1,20,0,0,3.1,0.1,0,M,California
373701,1,1,2.02,0,,0,2.4,0.2,6,M,California
373722,1,0,1.98,21,,0,4.1,0.8,0,M,California
373782,1,1,6.48,10,1.28,0,19.3,1.2,0,M,California
373786,0,0,1.34,18,0,0,0,0,0,F,Washington DC
373804,1,0,3.98,42,0,4,63.8,13,0,F,Washington DC
373822,1,1,0.91,22,0,4,0,0,0,M,Chicago
373827,1,1,6.48,12,1.19,2,71.1,4.6,0,M,Chicago
373830,1,0,6.48,24,,1,25.1,2.1,0,M,Chicago
373837,1,0,6.48,22,0.02,0,56.6,7.8,0,M,New Jersey
373847,1,1,6.48,21,0.17,0,72.7,3.2,0,M,New Jersey
373927,1,0,3.08,15,0,0,19.5,2.9,0,M,New Jersey
373928,1,0,3.7,21,0,0,62,25.5,0,M,Chicago
373937,1,0,5.87,21,0,0,118.4,7.6,0,M,New York
373956,1,1,1.6,0,,0,0,0,5,M,New York
373968,0,0,1.99,0,,0,0,0,0,M,New York
373977,1,1,0.75,23,0.02,0,0,0,0,M,New York
373984,1,0,2.89,21,,0,37.2,2.9,0,M,New York
374039,0,0,0.12,11,0,1,0,0,0,M,New York
374071,1,0,5.83,22,0,0,33.1,3.8,0,M,New York
374073,0,0,2.08,18,,1,1.6,0.1,0,F,New York
374077,0,0,2,22,,0,11.5,1.7,0,F,California
374146,1,1,6.48,25,1.87,0,148.7,22.1,0,F,California
374162,0,0,1.45,18,0,0,0,0,0,F,Chicago
374166,0,0,3.35,24,,0,13.6,1,0,F,Chicago
374193,1,1,2.94,0,,0,17.1,0.6,1,F,Chicago
374257,1,1,6.79,10,,0,45.4,2.5,0,F,Chicago
374275,0,0,4.02,24,,0,3.1,0.4,0,F,Chicago
374304,1,0,4.54,25,,7,163.3,16.6,0,F,Chicago
374323,1,0,2.24,21,,0,16.1,1.8,0,F,Chicago
374331,1,0,2.43,18,,0,8.5,1.5,0,F,Chicago
374363,1,0,2.42,17,,0,15,1.5,0,F,Chicago
374384,0,0,2.67,15,0,2,23.6,1.6,0,F,New York
374390,1,1,6.48,16,1.72,1,212.4,6.7,0,M,New York
374446,1,1,5.87,34,,0,130.5,15.2,0,M,New York
374455,1,0,0.16,0,0,0,0,0,2,M,New York
374486,1,1,6.48,26,0.59,0,95.9,5.9,0,M,New York
